iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	text	reactionTime	eventType	messageType
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1540407349734	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	A wudsy fish has purple and yellow	12667	chatMessage	Informative
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1540407360692	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	a wudsy insect has only all yellow	8413	chatMessage	Informative
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1540407377500	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	a wudsy bird has yellow and orange	12290	chatMessage	Informative
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1540407396265	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	sounds good, thanks	2253	chatMessage	Confirmation
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1540407591384	explorer	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	a moreth is a blue fish with either pink, purple, or yellow stripes	14663	chatMessage	Informative
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1540407626368	student	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	okay, it's not any other type of animal?	7048	chatMessage	Follow-Up
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1540407631113	explorer	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	no	558	chatMessage 	Follow-Up
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1540407777264	explorer	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	a kwep is any fish or animal that is solely purple and orange	16967	chatMessage	Informative
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1540407841559	student	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	does it matter if their man color is purple or orange? like is it both a purple fish with orange stripes, and an orange fish with purple stripes?	41976	chatMessage	Follow-Up
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1540407859728	explorer	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	no just a combination that is only purple and orange	12012	chatMessage	Follow-Up
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1540408169356	explorer	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	zorbs are pink and blue, purple and blue, green and yellow, green and blue	44738	chatMessage	Informative
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1540408467402	explorer	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	Insects with green wings, birds with yellow beaks and fish that are all green with colored stripes	18661	chatMessage	Informative
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1540408502076	student	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	okay thanks	1024	chatMessage	Confirmation
