experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	hits	misses	correct_rejections	false_alarms	score	eventType
mp-game-6	pilot	7955-52f34fdb-867c-42dc-8d35-7e05ea228656	1548691435097	explorer	19	"flowers with orange petals and purple centers"	flowers_orange_petals_purple_centers	0	10	0	40	0	10	logScores
mp-game-6	pilot	7955-52f34fdb-867c-42dc-8d35-7e05ea228656	1548691441952	student	19	"flowers with orange petals and purple centers"	flowers_orange_petals_purple_centers	0	10	0	40	0	10	logScores
mp-game-6	pilot	7955-52f34fdb-867c-42dc-8d35-7e05ea228656	1548691793222	explorer	49	"birds with (white crests or orange wings) and tails"	birds_white_crests_or_orange_wings_tails	1	5	7	33	5	0	logScores
mp-game-6	pilot	7955-52f34fdb-867c-42dc-8d35-7e05ea228656	1548691802669	student	49	"birds with (white crests or orange wings) and tails"	birds_white_crests_or_orange_wings_tails	1	2	10	29	9	0	logScores
mp-game-6	pilot	7955-52f34fdb-867c-42dc-8d35-7e05ea228656	1548692022644	student	9	"trees without leaves"	trees_without_leaves	2	9	0	41	0	9	logScores
mp-game-6	pilot	7955-52f34fdb-867c-42dc-8d35-7e05ea228656	1548692023831	explorer	9	"trees without leaves"	trees_without_leaves	2	9	0	41	0	9	logScores
mp-game-6	pilot	7955-52f34fdb-867c-42dc-8d35-7e05ea228656	1548692250119	explorer	39	"bugs with (white legs and purple wings) or orange antennae"	bugs_white_legs_purple_wings_or_orange_antennae	3	1	11	28	10	0	logScores
mp-game-6	pilot	7955-52f34fdb-867c-42dc-8d35-7e05ea228656	1548692284008	student	39	"bugs with (white legs and purple wings) or orange antennae"	bugs_white_legs_purple_wings_or_orange_antennae	3	3	9	35	3	0	logScores
mp-game-6	pilot	7955-52f34fdb-867c-42dc-8d35-7e05ea228656	1548692531051	explorer	29	"fish with white stripes or whiskers"	fish_white_stripes_or_whiskers	4	12	18	19	1	11	logScores
mp-game-6	pilot	7955-52f34fdb-867c-42dc-8d35-7e05ea228656	1548692535575	student	29	"fish with white stripes or whiskers"	fish_white_stripes_or_whiskers	4	12	18	20	0	12	logScores
